"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"ui_bubble_rating bubble_50","Pazzesco!! ","Con amici abbiamo defiso di provsre la cucina. Location molto curata, menù ben strutturato e servizio top. Lo consiglio"
"ui_bubble_rating bubble_50","Sensazionale!!","Dopo una giornata di studio, ci siamo ritrovati per un aperitivo in questo bel bistrot...tutto molto carino e servizio attento! Torneremo anche a cena.. :)"
"ui_bubble_rating bubble_50","Ottima scoperta","Scoperto per caso a pranzo mentre andavo a fare spese in via gioberti,a pranzo solo Pasta fresca tirata a mano ed a vista Cuochi giovani e competenti Gentili e super preparatiTornero per cena visto il menuChe sembra molto interessante"
"ui_bubble_rating bubble_50","Senz’altro.... DA RITORNARCI","Locale piccolo ma accogliente. Cibo squisito,curato in tutti i suoi dettagli. Personale giovane e preparato. Lo consiglio.Complimenti ragazzi"
"ui_bubble_rating bubble_50","Strabiliante","Tramite amici ci è stato consigliato questo Bistrot e sono rimasto veramente colpito, in primis per la location e il servizio: molto accogliente, ambiente gioviale, personale preparato e molto disponibile. Ho ordinato la costata di vitello con gratin di patate e funghi di stagione, veramente ottima la qualità della carne e cottura perfetta con, a mio parere, un piacevole e gustoso contorno. Come dolce ho ordinato una mousse alla gianduia con inserto al cocco e cialda croccante alle nocciole, esplosione di sapore unica. Spicca all'occhio la cura nella presentazione dei piatti, inoltre OTTIMO IL RAPPORTO QUALITA- PREZZO .. sono rimasto soddisfatto della serata, sicuramente non locale da non perdere a Firenze."
"ui_bubble_rating bubble_50","Non esiste una bontà del genere.....","Ho mangiato stasera con un amico e devo dire che mi sono meravigliato che in un ristorante nel centro nevralgico del turismo fiorentino si possa apprezzare una cucina fine è di qualità. dagli antipasti al dolce tutto ottimo. Molto ben assortita la cantina. Da non dimenticare il servizio preciso e presente. Prezzi in linea con la qualità e location. Grazie ancora ragazzi a presto."
"ui_bubble_rating bubble_50","Un piacere per i sensi","Il locale si presenta molto accogliente e adatto ad ogni tipo di visitatore, personalmente ho trovato molto amichevole il personale: giovane e preparato. Il cibo è delizioso, assolutamente da provare il filetto di maiale. Lo consiglio per un pranzo leggero per chi come me va sempre di fretta. Alla prossima!!"
"ui_bubble_rating bubble_50","Indimenticabile","Attratta dalla location giovanile e dall'ambiente dal gusto ricercato siamo stati ricevuti cordialmente dallo staff che mi ha aiutata anche nella scelta del pasto: baccalà mantecato e calamari in guazzetto; li consiglio a mia volta! Ottimo anche il vino. Che dire? Cena squisita, non vedo l'ora di ritornarci!!"
"ui_bubble_rating bubble_50","QUINTO QUARTO","QUINTO QUARTO é il concetto centrale di Senz'altro,ristorante recentemente inaugurato nei pressi di Piazza Beccaria.Se siete abituati a considerare le frattaglie come tagli di minor pregio dovrete ricredervi. Un inaspettato viaggio nella memoria, un bianco e nero impreziosito da colori e profumi magistralmente combinati.Che dietro tutto ci fosse la mano di professionisti l'ho intuito al primo boccone. Nulla è lasciato al caso,nessuna improvvisazione,pura arte. Un'esplosione di gusto per gli occhi e per il palato.Lingua di vitello con purea di cavolfiore,scampi e polpa di mandarino.Appassionati della carne rossa non perdetevi un incontro ravvicinato con il diaframma tenero,gustoso e leggero.Non trascurate di sbirciare dalla cucina a vista l'ultimo step della preparazione...di grande effetto!!! Per concludere emozionanti tartufi al caramello.Coperto assente,pane di produzione propria(previste opzioni celiache su tutto il menù),servizio impeccabile e conto incredibilmente accessibile.Senz'altro è la connotazione giusta,non occorre aggiungere di più."
"ui_bubble_rating bubble_50","Ottimo Ristorante<U+0001F60B><U+0001F60B>","Scoperto per caso in zona piazza Beccaria, piccolo ma molto bello, menù toscano rivisitato, lingua squisita e piccione stratosferico, cotta alla giusta temperatura. Consiglio a tutti di provarlo, complimenti al cameriere Mario che ci ha consigliato in tutto, ed ai cuochi che hanno allietato la nostra serata. Ritorneremo."
"ui_bubble_rating bubble_50","Una grande sorpresa","Questa sera ho provato questo ristorante di nuova apertura consigliatomi da amici. É stato tutta una sorpresa, dall'antipasto al dolce. Tutto squisito, consiglio di provarlo!!"
"ui_bubble_rating bubble_50","Cena con la famiglia","Ottima cena in questo locale piccolo ma accogliente. Cibo squisito e ricercato, abbinato a dell'ottimo vino consigliato dal cameriere. Veramente bravi questi ragazzi. Ci tornerò presto!"
"ui_bubble_rating bubble_50","Piatti gourmet","Mi sono recata a Firenze per trascorrervi alcuni giorni. Desideravo portare a cena una signora, con la quale solo di recente ho instaurato un rapporto di amicizia, e con la quale volevo fare 'bella figura '. Alcuni amici mi hanno consigliato Senz'altro Bistrot, locale di nuova apertura. Siamo andati e devo dire che siamo rimasti tutti entusiasti. Siamo stati introdotti nel locale- non molto grande ma accogliente e ben curato- da personale gentile e preparato che dopo averci fatto accomodare ci ha illustrato in maniera particolareggiata i vari piatti del menù.Piatti di provenienza internazionale, ma rivisitati dagli chef -ragazzi giovani e ben preparati!Una delle particolarità che mi ha colpito è che la cucina e la sala sono separate solo da una vetrata, per cui si può vedere la preparazione delle pietanze.Veramente molto buona la qualità degli ingredienti adoperati e del risultato finale!Da tornare SENZ'ALTRO"
"ui_bubble_rating bubble_50","Ottimo locale","Ottimo rapporto prezzo... Cibo di ottima qualità con materie prime di alto livello... Personale molto qualificato e i proprietari sono ragazzi molto capaci"
"ui_bubble_rating bubble_50","Cena con amici","Sono stato in questo locale per il pranzo con la famiglia e poi ci sono ritornato per una cena con degli amici. Locale piccolo ma accogliente. Grande competenza del personale. Il menù offre pietanze particolari,che non comprendono primi piatti. Ottimi sia gli antipasti che i secondi ed anche i dolci. Pietanze genuine e di prima qualità. La preparazione dei cibi è a vista. Io e i miei amici siamo rimasti entusiasti.Lo consiglio SENZ'ALTRO!"
"ui_bubble_rating bubble_50","Cena in famiglia","Sono andata 2 giorni di seguito e devo dire che mi hanno soddisfatto sempre di più.Ottimo cibo, piatti variati, locale piccolo ma accogliente. Ci tornei altre mille volte!!"
"ui_bubble_rating bubble_50","Particolarità e raffinatezza","Sono stata a mangiare in questo piccolo è accogliente bistrot con il mio ragazzo e ne siamo usciti super entusiasti. Il menù è molto ricercato, noi abbiamo provato il piccione e abbiamo dovuto fare i complimenti al cuoco! Veramente eccezionale!! Ritorneremo sicuramente a provare altre specialità."
"ui_bubble_rating bubble_50","Amici a Firenze","Io e i miei amici veniamo spesso in queste zone a cenare/pranzare e questa volta un nuovo ristorante ha attirato la nostra attenzione, perché non provare? SENZ'ALTRO abbiamo fatto la cosa giusta.. Siamo entrati e ci hanno fatto accomodare, location super accogliente e personale preparatissimo, disponibile, che sa fare bene il loro lavoro viste le nostre infinite domande poste sfogliando il menù, essendo indecisi su cosa scegliere dato che tutto ci attirava. Personalmente ho deciso di puntare sul pesce, ho prenotato un antipasto di gamberi alla piastra con mousse di melograno e mascarpone e un secondo di calamari con broccolini e crumble di patate aromatizzate all'aceto di riso .. Una sola parola: SQUISITO.. Un mix di arte (visto i colori che si sposavano perfettamente gli uni agli altri) e gusto.. Ottima la carta dei vini e anche in questo il personale ci ha consigliato molto.. In generale OTTIMO IL RAPPORTO QUALITÀ-PREZZO .. Ci siamo ritrovati in un locale gestito da 3 giovani ragazzi che in quello che fanno mettono amore e tanta voglia di crescere, Ritornerò ovvio!"
"ui_bubble_rating bubble_50","Firenze in family","DEVO ASSOLUTAMENTE RIANDARCI.... serata piacevolissima.. personale gentilissimo, accogliente ed educato..è il cibo??? Non avevo mai mangiato nulla di più gustoso..... SUBLIME PER IL PROPRIO PALATO... Dall'antipasto al secondo..tutto delizioso e ingredienti di ottima qualità.....ci riandremo sicuramente..curiosissimi di assaggiare le altre pietanze."
"ui_bubble_rating bubble_50","Meraviglia","Ne ho sentito parlare fino in Sicilia.... Sono stato a Firenze per lavoro nn ho resistito e sono arrivato li.... Be che dire siete molto professionali nonostante la vostra giovane età... Ancora complimenti.... Il top"
"ui_bubble_rating bubble_50","Cena in love","Sono entrato per caso, insieme la mia fidanzata in questo grazioso ristorante.Abbiamo mangiato delle pietanze mozzafiato!-Tacos avocado e cipolla marinateE come secondo - sarago a l'acqua pazzaCibo delizioso e molto raffinato Accompagnato da uno Staff gentile e accogliente!!!!Very excellent!!!"
"ui_bubble_rating bubble_50","Il piccione è da favola!","Abbiamo avuto il piacere di cenare il questo piccolo bistrot in sant Ambrogio a firenze, antipasto ottimo e servizio assolutamente preciso ed efficiente. Antipasti buonissimi (tartare e cubo di melanzana, assolutamente da provare!) ma la linea di massima è stata il secondo, mai provato un piccione cotto in questo modo. Complimenti allo chef e allo staff! "
"ui_bubble_rating bubble_50","Wow !!","Tartare fantastica con mayonese di nocciola e un secreto di vitello con verdure accompagnate da un ottimo vino...nota di merito per i dolci davvero eccellenti...complimenti!"
"ui_bubble_rating bubble_50","Cibo Ottimo","Di passaggio in questo ristorantino ben arredato, ottima la pasta fresca fatta direttamente dal titolare (bravissimo cuoco), buon abbinamento dei vini in ambiente molto confortevole e piacevole!! Merita andarci!!! A presto"
"ui_bubble_rating bubble_50","Piacevole scoperta","Ristorante accogliente con personale preparato e amichevole. È quasi come essere a casa. Cucina ottima e piena di sapori. Ottimo il filetto di maiale con invidia belga e riduzione al marsale. Sicuramente da provare"
"ui_bubble_rating bubble_50","Senz’altro GURMET","Passeggiando in centro a Firenze, la città più romantica del mondo, con la mia compagna di vita Valeria, poso lo sguardo su un locale molto caratteristico, non avevamo fame ma sapevamo che l’avremmo avuta.Chiediamo un bicchiere di Sangiovese, ci accontentano superbamente con un bicchiere di brunello di Montalcino buonissimo. Ci sediamo subito a tavola perché Mario il cameriere è gentilissimo e ci comincia a raccontare un menu davvero interessante con prodotti provenienti da tutte le parti del mondo. Si vede che l’esperienza dello chef è cosmopolita, deve aver viaggiato molto.Segreto di Patanegra, piccione locale allevato con mangimi biologici ( semplicemente come “si faceva una volta”)Interessante la scelta di non servire la pasta (a cena!) ma solo antipasti e secondo piatti.Prezzo davvero bassi per il livello qualitativo della materia prima.Ci ritornerò anche con gli amici."
"ui_bubble_rating bubble_50","Ritornerò SENZ'ALTRO!!","Per me, SENZ'ALTRO Bistrot, è stata un'esperienza!! non una comune cena! Mi sono trovata circondata dall'atmosfera piacevolissima creata dal personale simpatico e disponibile, dall'arredamento sobrio ma attento ai dettagli, a parer mio di ottimo gusto ed infine dalla squisitezza dei suoi piatti ricercati, gustosissimi, e di ottima qualità.Lo consiglio vivamente!!"
"ui_bubble_rating bubble_50","Una raffinata sorpresa ","Senz'altro una piacevole e raffinata sorpresa.All arrivo al ristorante siamo stati accolti dal personale di sala molto gentile, preparato e cordiale.Cucina dai sapori equilibrati, che esalta la primissima qualità della materia prima, e porta in tavola anche un tocco di tradizionalità ma con una presentazione del piatto a 5 stelle, coreografica e abbondante. Ottimo l'assortimento dei vini. Che dire, tutto perfetto, se vi trovate a Firenze una capatina è d'obbligo. "
"ui_bubble_rating bubble_50","Un fantastico pranzo di lavoro. ","Sono stato con alcuni colleghi in questo splendido ristorantino per un pranzo di lavoro. Azzoglienza e servizio impeccabili; nei piatti, prelibatezze uniche nel loro genere. Siamo rimasti molto soddisfatti: sapevamo che era un locale di recente apertura, le aspettative erano alte e sono state a pieno appagate. Una piacevole sorpresa, torneremo ancora con molto piacere. Un plauso ai proprietari. "
"ui_bubble_rating bubble_50","Favoloso!!!","Sono stato a mangiare in questo ristorante, in compagnia di mio padre. Ristorante piccolo, ma al tempo stesso accogliente, personale gentile e qualità dei cibi ottima! Tutto molto raffinato e curato nei minimi dettagli. Filetto di manzo e mousse alla gianduia eccellenti!Da provare assolutamente!!!"
"ui_bubble_rating bubble_50","Cena con le amiche","Una bella serata tra amiche in un posto incantevole, cibo ottimo e prezzi onesti... Ci torneremo sicuramente."
"ui_bubble_rating bubble_50","STRAORDINARIO!","Mi sono recato qui con la mia ragazza..posto molto chic e curato al dettaglio il cameriere ci ha accolto molto bene,e ci ha portato subito al nostro tavolo prenotato....cucina veramente ottima con piatti particolari e curati al dettaglio...UN OTTIMA ESPERIENZA INSOMMA DA PROVARE ASSOLUTAMENTE!"
"ui_bubble_rating bubble_50","Eccellenza e raffinatezza in ogni piatto","Sono la sera di Halloween tra amici in questo Bistrot di recente apertura, piccolo ma curatissimo in ogni dettaglio sia il locale così come i piatti. Eccellente il piccione, imbarazzo della scelta nei dolci (alla fine ne ho ordinati 2), tutti deliziosi specie la mousse alla gianduia! Cordiali e accoglientissimi i ragazzi che ci hanno seguito egregiamente! Da tornare assolutamente a provare tutti i piatti del menù!"
"ui_bubble_rating bubble_50","Cena in famiglia","Siamo andati mercoledì sera in questo ristorante aperto da poco ottima la qualità del cibo ottimi piatti la costata fantastica ottimi i dolci servizio impeccabile grazie per il limoncello ..... A presto "
"ui_bubble_rating bubble_50","Buonissimo ","Locale nuovissimo. Personale cordiale. Cucina curata e interessante , soprattutto la lingua e il piccione. Ottima scelta di vini. Da provare "
"ui_bubble_rating bubble_50","Un pranzetto coi fiocchi...","Dopo una mattinata di studio, passavo per caso in borgo la croce: ho scelto il risotto ed il baccalà..deliziosi!!! Prezzi onesti, ragazzi simpatici...top"
"ui_bubble_rating bubble_50","Wow!!!!","Che bella sorpresa!! Siamo passati per una cenetta tra amici e siamo rimasti piacevolmente colpiti dalla cura dei piatti e del servizio impeccabile!! Lo consiglio!"
"ui_bubble_rating bubble_50","Che goduria!","Siamo stati attratti dalla location semplice ma raffinata. La cucina si rivela molto interessante con i suoi piatti elaborati, ricercati e innovativi! Torneremo sicuramente! "
"ui_bubble_rating bubble_50","Ottima scoperta!! ","Siamo stati in questo ristorante per caso, menù e piatti oltre le nostre aspettative! I piatti sono gustosi e ben presentatiIl menù é vario e particolare, diverso dal solito.Abbiamo ordinato la lingua e la tartare di antipasto e il filetto di maiale e la vitella come secondi. Tutto buonissimo!!!Ottima scelta anche per la carta dei vini.Non vediamo l'ora di tornarci!!! "
"ui_bubble_rating bubble_50","Consigliato ","Gestito da dei ragazzi che voglio definire bravi e professionali e, cosa da non sottovalutare, a prezzi onesti!Continuate cosi! Ritorneremo sicuramente!"
"ui_bubble_rating bubble_50","Che bella news","Sono stato di martedì sera con amici in questo nuovo bistrot, formula perfetta cibo di prima qualità e cucina in super vista, senza trucchi. Buonissimo il baccalà mantecato, e magico il piccione arrosto con fegatini spettacolari. Ottima carta dei vini e prezzi onestissimi vista la qualità. Ci tornerò sicuramente altre volte anche perché mi hanno detto che ogni mese cambia il menù. Bravi"
"ui_bubble_rating bubble_50","Eccellente","Sono stato sabato in questo localino vicino piazza della signoria, abbiamo cenato davvero molto bene...la maionese di nocciole con la tartare di carne merita un posto nell’olimpo della cucina..super consigliato."
"ui_bubble_rating bubble_50","Esperienza da 10","Il locale è piccolo ma intimo, qualità prezzo è ottima, cibo delizioso e personale molto gentile e sempre attento a qualsisia esigenza. "
"ui_bubble_rating bubble_50","Una bella scoperta !","Ristorante accogliente e ben curato.Piatti sofisticati e ricercati, diversi dai soliti menù che ci sono in giro. Ingredienti di qualità con accostamenti insoliti e piacevoli al palatoPersonale simpatico, preparato e attento alle nostre esigenzeProprio una bella scoperta !!!!Ps. Anche la nostra bambina ha gradito molto i dolci Ci torneremo prestissimo"
"ui_bubble_rating bubble_50","Grande scoperta!","Ieri sera per ripararci dalla pioggia ci siamo infilati in questo locale che non conoscevamo. Abbiamo ricevuto subito il benvenuto da parte del personale, simpatico e disponibile con un entree di bignè all'olio d'oliva mousse di caprino e olive tagiasche. Così abbiamo deciso di fare un aperitivo. Ci è piaciuto talmente tanto che abbiamo anche cenato lì! Piatti ricercati che non avrei mai immaginato rientrassero nei miei gusti e che in realtà mi sono piaciuti anche tanto! Esempio:la lingua di vitello con scampi è mandarino. Strano a dirlo ma buonissima! Consigliato per i palati raffinati e anche per gli scettici che si ricrederanno!"
"ui_bubble_rating bubble_50","Che piacevole esperienza!","Vagavo per le vie di Firenze, quando mi sono per caso imbattuta in questo grazioso bistrot, dall’aspetto essenziale e confortevole, dove, attratta dalle specialità delle casa, ho consumato il mio pranzo. Tutto ottimo, consiglio vivamente l’insalata di carne. Eccellente rapporto qualità/prezzo, staff simpaticissimo e disponibile. Spero di tornare presto nella meravigliosa città di Firenze, ed in questo graziassimo ristorantino. Incantata!"
"ui_bubble_rating bubble_50","Piacevole Sorpresa","Sono capitato al senz'altro quasi per caso ma si è rivelato un vero colpo di fortuna, giusto mix tra innovazione e gusto sia per quanto riguarda il menù, piatti curati anche nella presentazione, che per la location. Una serata davvero piacevole, i ragazzi dello staff poi sono stati gentilissimi. Consigliatissimo."
"ui_bubble_rating bubble_50","Fantastico!!!!!","Una scoperta!! Passeggiando per caso ci siamo ritrovati davanti questo ristorante, unico nel suo stile, familiare, elegante ma allo stesso molto accogliente! Lo staff gentile, riesce a metterti a tuo agio!! Ero con una mia amica, abbiamo provato come antipasto LA TARTARE SENZ’ALTRO!! Spettacolare!! Poi abbiamo mangiato un CALAMARO IN GUAZZETTO E DIAFRAMMA DI VITELLO!! Veramente tutto molto buono, non credevamo che dei ragazzi così giovani fossero così preparati! Complimenti.. Ci Rivedremo Molto presto.. SENZ’ALTRO DA PROVARE..."
"ui_bubble_rating bubble_50","Ritornerò","Ottimo locale abbinamento insoliti, per chi cerca una cucina innovativa Buonissimo il piccione con pastinaca e salsa di sedano rapa. Bravi ragazzi."
"ui_bubble_rating bubble_50","Eccellente!","Creatività assoluta!! Mi trovavo nei pressi di Firenze con alcuni amici e colpiti dal design ricercato e unico di questo fantastico bistrot siamo subito entrati. Un accoglienza calorosa, accompagnata da un calice di bollicine e un finger food super squisito per iniziare. Il menu è sublime, solo leggendo i piatti non vedevamo l ora di provare i vari abbinamenti ricercatissimi, affiancati da una carta dei vini molto varia!!! Un plauso particolare va allo staff: 3 giovani ragazzi che completano il tutto in un atmosfera amichevole e professionale, non vediamo l’ora di ritornarci!!!"
"ui_bubble_rating bubble_50","Ottimo!","Posto fantastico scoperto per caso! Gestito da ragazzi volenterosi e attenti, ottima la professionalità per non parlare dei piatti. Accostamenti particolari ma con un filo conduttore, la qualità! Bravo il cameriere nel consigliare il vino da abbinare dopo aver attentamente spiegato la composizione dei piatti e la preparazione. Da provare assolutamente!!!"
"ui_bubble_rating bubble_50","Quello che mancava a Firenze","L'altra sera passeggiando ho notato questo locale, mi ha colpito molto l ambiente e il personale molto sorridente,dal menù si capisce subito che non è il classico ristorante, qualcosa d'innovativo,quello che a Firenze mancava, piatti studiati nel minimo dettaglio, accostamenti di sapori, tipi di piatti impossibili da trovare altrove..non vi spiego altro ma consiglio di andare vivamente.. Prezzi bassi, qualità altissima, pane fatto da loro e personale disponibile sempre sorridente e altamente qualificato!! A presto"
"ui_bubble_rating bubble_50","Senz'altro ci ritorno!!!","Ragazzi giovani e in gamba! Curano ogni piatto nei minimi particolari; abbinamenti curiosi e gusto ricercato.Locale piccolo, intimo e accogliente . Situato in una lunga via piena di vita e di passaggio, facile da raggiungere sia con mezzi pubblici che con mezzi privati ( c'è un bel parcheggio all'inizio della zona pedonale). Consigliatissimo!!!"
"ui_bubble_rating bubble_50","Ottimo aperitivo in compagnia","Personale cordiale, ottimi stuzzichini curati nei minimi dettagli...Consigliatissimo per chi vuole assaggiare dei gustosi piattiCi ritorneremo sicuramente!!"
"ui_bubble_rating bubble_50","Assolutamente da provare","Ristorante top situato a pochi passi da piazza Beccaria Menù molto curato e di qualità eccellente, prezzi bassi se consideriamo i piatti deliziosi servitiCucina a vista e staff impeccabile Se provate sarà sempre un piacere tornarci!"
"ui_bubble_rating bubble_50","che cena....!!!!","ieri sera sono capitato qyasi per caso in questo locale nel centro di firenze ero insieme alla.mia ragazza, ho mangiato davvero molto bene..abbinamenti fusion di assoluta qualitá..la lingua cotta a bassa temperatura é qualcosa di straordinario, lo consiglio vivamente"
"ui_bubble_rating bubble_50","Per puro caso","Mentre facevamo un giretto in centro con mia moglie abbiamo notato del movimento in questo piccolo localino in borgo la croce, ci avviciniamo incuriositi dal movimento è dalla location, chiediamo info al personale che ci risponde in moto gentile è garbato, che era la serata inaugurale è ci hanno offerto un calice di prosecco, quindi abbiamo prenotato per il giorno successivo,abbiamo provato la lingua di manzo l’uovo a bassa temperatura il diaframma è per finito bignè, il tutto ben eseguito è bilanciato nel gusto di ogni singola portata,Dimenticavo anche i vini non sono banali!!Se questo è l’inizio beh direi propio non c’è male!!!"
"ui_bubble_rating bubble_50","Ottimo...","Locale giovane fresco innovativo, di sicuro non la solita cena scontata che puoi trovare a firenze, abbinamenti fusion molto particolari, il piccione é tra i più buoni che io abbia mai mangiato , veramente eccezionale da provare"
"ui_bubble_rating bubble_50","WoooW...!!","Posto piccolo ma altamente preparato, buonissimo l'uovo in brodo di cappone, eccellente il diaframma con riduzione di birra e patate dolci...il dolce con il caki e la cheesecake al forno...favoloso..super consigliato...!!!"
"ui_bubble_rating bubble_50","Wow Che Bontà!","Erano anni che non mangiavo così ! Piatti elaborati da giovani professionisti. Localeaccogliente e arredato con gusto! Personale a for poco professionisti .poatti eccelsi accompagnati sempre con il vino giusto. Complimenti ragazzi ! Avanti così ! Consigliatissimo !"
"ui_bubble_rating bubble_50","Piccolo ma essenziale","Io e la mia ragazza ci siamo trovati per caso in questo piccolo ristorantino, inaugurato sabato.Abbiamo deciso di mangiare una portata per uno.i calamari in guazetto prezzo (16 euro) sublimi!! E il segreto iberico con una salsa tailandese prezzo 15 euro! Ci e stato offerto un prosecco di benvenuto e un entree. pane fatto home made e coperto sono inclusi nel servizio. complimenti veramente sublimi! ritornero (Senz'altro)"
"ui_bubble_rating bubble_50","Sublime...!!","Sono capitato Sabato sera con due amici quasi per caso in questo ristorante nei pressi di piazza beccaria, era il primo giorno di apertura, locale spettacolare buonissimo, qualità ad altissimi livelli piatti molto curati personale molto preparato....ottima carta dei vini, il dolce era meraviglioso."
"ui_bubble_rating bubble_50","Ristorante carino! Cibo delizioso",""
